subject,fold,split,trial_id,t0_sec,pred,y,p_max,p0,p1,p2
openbmi:subj05,0,val,600,0.4000000059604645,2,2,0.6585515141487122,0.09413116425275803,0.2473173439502716,0.6585515141487122
openbmi:subj05,0,val,600,0.46000000834465027,2,2,0.6780599355697632,0.10337334126234055,0.2185666263103485,0.6780599355697632
openbmi:subj05,0,val,600,0.5199999809265137,2,2,0.6465803384780884,0.09851472079753876,0.25490492582321167,0.6465803384780884
openbmi:subj05,0,val,600,0.5799999833106995,2,2,0.6705514192581177,0.0907847210764885,0.23866383731365204,0.6705514192581177
openbmi:subj05,0,val,600,0.6399999856948853,2,2,0.6795253157615662,0.11056806147098541,0.209906667470932,0.6795253157615662
openbmi:subj05,0,val,600,0.699999988079071,2,2,0.7207518815994263,0.09611926972866058,0.18312881886959076,0.7207518815994263
openbmi:subj05,0,val,600,0.7599999904632568,2,2,0.7050552368164062,0.08774290233850479,0.20720186829566956,0.7050552368164062
openbmi:subj05,0,val,600,0.8199999928474426,2,2,0.7069095373153687,0.07956703752279282,0.21352335810661316,0.7069095373153687
openbmi:subj05,0,val,600,0.8799999952316284,2,2,0.713373064994812,0.08756579458713531,0.19906115531921387,0.713373064994812
openbmi:subj05,0,val,600,0.9399999976158142,2,2,0.7006132006645203,0.10018910467624664,0.1991976946592331,0.7006132006645203
openbmi:subj05,0,val,600,1.0,2,2,0.6882731318473816,0.10629937052726746,0.20542754232883453,0.6882731318473816
openbmi:subj05,0,val,601,0.4000000059604645,1,1,0.6645946502685547,0.1731736809015274,0.6645946502685547,0.1622316986322403
openbmi:subj05,0,val,601,0.46000000834465027,1,1,0.6932584643363953,0.13610830903053284,0.6932584643363953,0.17063315212726593
openbmi:subj05,0,val,601,0.5199999809265137,1,1,0.7072501182556152,0.11846170574426651,0.7072501182556152,0.17428819835186005
openbmi:subj05,0,val,601,0.5799999833106995,1,1,0.670544445514679,0.1399438977241516,0.670544445514679,0.18951165676116943
openbmi:subj05,0,val,601,0.6399999856948853,1,1,0.6293469071388245,0.15048924088478088,0.6293469071388245,0.22016385197639465
openbmi:subj05,0,val,601,0.699999988079071,1,1,0.5857178568840027,0.18555063009262085,0.5857178568840027,0.22873151302337646
openbmi:subj05,0,val,601,0.7599999904632568,1,1,0.5772799253463745,0.1632891595363617,0.5772799253463745,0.2594308853149414
openbmi:subj05,0,val,601,0.8199999928474426,1,1,0.5775815844535828,0.17480909824371338,0.5775815844535828,0.24760928750038147
openbmi:subj05,0,val,601,0.8799999952316284,1,1,0.562369167804718,0.20732657611370087,0.562369167804718,0.23030425608158112
openbmi:subj05,0,val,601,0.9399999976158142,1,1,0.5709201097488403,0.20781494677066803,0.5709201097488403,0.22126489877700806
openbmi:subj05,0,val,601,1.0,1,1,0.5767740607261658,0.21231424808502197,0.5767740607261658,0.21091166138648987
openbmi:subj05,0,val,602,0.4000000059604645,2,2,0.683972954750061,0.0825117975473404,0.233515202999115,0.683972954750061
openbmi:subj05,0,val,602,0.46000000834465027,2,2,0.741374135017395,0.06826571375131607,0.1903601586818695,0.741374135017395
openbmi:subj05,0,val,602,0.5199999809265137,2,2,0.7736759781837463,0.06048795208334923,0.16583605110645294,0.7736759781837463
openbmi:subj05,0,val,602,0.5799999833106995,2,2,0.7927951812744141,0.06766340136528015,0.1395414024591446,0.7927951812744141
openbmi:subj05,0,val,602,0.6399999856948853,2,2,0.7585463523864746,0.07979469001293182,0.1616588979959488,0.7585463523864746
