subject,fold,split,trial_id,t0_sec,pred,y,p_max,p0,p1,p2
openbmi:subj09,3,val,1200,0.4000000059604645,1,1,0.7996839880943298,0.20031608641147614,0.7996839880943298,0.0
openbmi:subj09,3,val,1200,0.46000000834465027,1,1,0.8995130062103271,0.10048700124025345,0.8995130062103271,0.0
openbmi:subj09,3,val,1200,0.5199999809265137,1,1,0.9138723611831665,0.08612766116857529,0.9138723611831665,0.0
openbmi:subj09,3,val,1200,0.5799999833106995,1,1,0.9113501310348511,0.08864982426166534,0.9113501310348511,0.0
openbmi:subj09,3,val,1200,0.6399999856948853,1,1,0.9432315230369568,0.05676840618252754,0.9432315230369568,0.0
openbmi:subj09,3,val,1200,0.699999988079071,1,1,0.9555719494819641,0.04442799836397171,0.9555719494819641,0.0
openbmi:subj09,3,val,1200,0.7599999904632568,1,1,0.9681652784347534,0.031834740191698074,0.9681652784347534,0.0
openbmi:subj09,3,val,1200,0.8199999928474426,1,1,0.9834175705909729,0.01658245176076889,0.9834175705909729,0.0
openbmi:subj09,3,val,1200,0.8799999952316284,1,1,0.9898260831832886,0.010173940099775791,0.9898260831832886,0.0
openbmi:subj09,3,val,1200,0.9399999976158142,1,1,0.9907917976379395,0.00920824334025383,0.9907917976379395,0.0
openbmi:subj09,3,val,1200,1.0,1,1,0.9923229217529297,0.007677106186747551,0.9923229217529297,0.0
openbmi:subj09,3,val,1201,0.4000000059604645,1,1,0.8617452383041382,0.13825474679470062,0.8617452383041382,0.0
openbmi:subj09,3,val,1201,0.46000000834465027,1,1,0.8433786034584045,0.15662133693695068,0.8433786034584045,0.0
openbmi:subj09,3,val,1201,0.5199999809265137,1,1,0.8467081785202026,0.15329185128211975,0.8467081785202026,0.0
openbmi:subj09,3,val,1201,0.5799999833106995,1,1,0.8919941186904907,0.10800589621067047,0.8919941186904907,0.0
openbmi:subj09,3,val,1201,0.6399999856948853,1,1,0.8912754654884338,0.10872453451156616,0.8912754654884338,0.0
openbmi:subj09,3,val,1201,0.699999988079071,1,1,0.9083681106567383,0.09163184463977814,0.9083681106567383,0.0
openbmi:subj09,3,val,1201,0.7599999904632568,1,1,0.9311595559120178,0.06884036958217621,0.9311595559120178,0.0
openbmi:subj09,3,val,1201,0.8199999928474426,1,1,0.9088417887687683,0.09115824103355408,0.9088417887687683,0.0
openbmi:subj09,3,val,1201,0.8799999952316284,1,1,0.9200471639633179,0.07995285093784332,0.9200471639633179,0.0
openbmi:subj09,3,val,1201,0.9399999976158142,1,1,0.9340779185295105,0.06592214852571487,0.9340779185295105,0.0
openbmi:subj09,3,val,1201,1.0,1,1,0.8937467932701111,0.10625318437814713,0.8937467932701111,0.0
openbmi:subj09,3,val,1202,0.4000000059604645,1,1,0.7831720113754272,0.21682795882225037,0.7831720113754272,0.0
openbmi:subj09,3,val,1202,0.46000000834465027,1,1,0.8207620978355408,0.17923790216445923,0.8207620978355408,0.0
openbmi:subj09,3,val,1202,0.5199999809265137,1,1,0.7277811765670776,0.2722187936306,0.7277811765670776,0.0
openbmi:subj09,3,val,1202,0.5799999833106995,1,1,0.6945915818214417,0.30540844798088074,0.6945915818214417,0.0
openbmi:subj09,3,val,1202,0.6399999856948853,1,1,0.7902470231056213,0.20975297689437866,0.7902470231056213,0.0
openbmi:subj09,3,val,1202,0.699999988079071,1,1,0.7337596416473389,0.26624035835266113,0.7337596416473389,0.0
