subject,fold,split,trial_id,t0_sec,pred,y,p_max,p0,p1,p2
openbmi:subj07,1,val,900,0.4000000059604645,1,1,0.8684362769126892,0.028942331671714783,0.8684362769126892,0.1026214137673378
openbmi:subj07,1,val,900,0.46000000834465027,1,1,0.8683146238327026,0.024392567574977875,0.8683146238327026,0.10729280859231949
openbmi:subj07,1,val,900,0.5199999809265137,1,1,0.860001802444458,0.021445879712700844,0.860001802444458,0.11855234950780869
openbmi:subj07,1,val,900,0.5799999833106995,1,1,0.8195878863334656,0.02794366516172886,0.8195878863334656,0.1524684578180313
openbmi:subj07,1,val,900,0.6399999856948853,1,1,0.7615175247192383,0.036424294114112854,0.7615175247192383,0.20205819606781006
openbmi:subj07,1,val,900,0.699999988079071,1,1,0.656101405620575,0.06360529363155365,0.656101405620575,0.2802932560443878
openbmi:subj07,1,val,900,0.7599999904632568,1,1,0.6303763389587402,0.0720057263970375,0.6303763389587402,0.29761791229248047
openbmi:subj07,1,val,900,0.8199999928474426,1,1,0.665678858757019,0.06441128998994827,0.665678858757019,0.26990988850593567
openbmi:subj07,1,val,900,0.8799999952316284,1,1,0.7017188668251038,0.06212487071752548,0.7017188668251038,0.23615625500679016
openbmi:subj07,1,val,900,0.9399999976158142,1,1,0.7351627349853516,0.061951395124197006,0.7351627349853516,0.20288591086864471
openbmi:subj07,1,val,900,1.0,1,1,0.752303421497345,0.05718497186899185,0.752303421497345,0.19051164388656616
openbmi:subj07,1,val,901,0.4000000059604645,2,2,0.4523797631263733,0.1617666333913803,0.3858535885810852,0.4523797631263733
openbmi:subj07,1,val,901,0.46000000834465027,2,2,0.444632351398468,0.15545739233493805,0.3999103307723999,0.444632351398468
openbmi:subj07,1,val,901,0.5199999809265137,1,2,0.41394126415252686,0.18740352988243103,0.41394126415252686,0.3986552059650421
openbmi:subj07,1,val,901,0.5799999833106995,1,2,0.34694939851760864,0.31558507680892944,0.34694939851760864,0.3374654948711395
openbmi:subj07,1,val,901,0.6399999856948853,0,2,0.3503205478191376,0.3503205478191376,0.3093189299106598,0.340360552072525
openbmi:subj07,1,val,901,0.699999988079071,0,2,0.41868889331817627,0.41868889331817627,0.24522638320922852,0.3360846936702728
openbmi:subj07,1,val,901,0.7599999904632568,2,2,0.43826547265052795,0.3274908661842346,0.23424367606639862,0.43826547265052795
openbmi:subj07,1,val,901,0.8199999928474426,2,2,0.4779765009880066,0.30558833479881287,0.21643516421318054,0.4779765009880066
openbmi:subj07,1,val,901,0.8799999952316284,2,2,0.5411184430122375,0.27627620100975037,0.18260538578033447,0.5411184430122375
openbmi:subj07,1,val,901,0.9399999976158142,2,2,0.519381582736969,0.313312828540802,0.16730555891990662,0.519381582736969
openbmi:subj07,1,val,901,1.0,2,2,0.4533430337905884,0.3849387466907501,0.1617182493209839,0.4533430337905884
